90,6	68,37	1610,31		188,58
0,66	22,28	1184,13		74,59
64,03	6,6	3888,3		210,3
93,13	89,57	3606,18		230,01
8,82	43,34	4252,37		70,61
99,2	13,53	1626,5		150
66,3	50,42	3901,62		216,25
6,81	68,78	2376,51		71,57
59,21	0,54	1774,61		150
4,82	75,05	4624,66		72,54
11,11	60,89	1028,43		74,57
62,13	80,32	788,01		69,76
80,89	10,6	4081,44		236,59
2,68	70,41	2979,37		73,59
73,78	23,59	4358,14		233,88
17,93	31,72	2796,47		66,36
34,85	10,48	50,14		67,63
94,45	31,52	4841,21		233,73
45,37	26,34	4680,39		121,96
68,37	80,91	2526,11		207,89
56,61	1,57	97,26		78,43
42,74	69,71	3108,9		110,96
68,73	36,84	4031,02		216,45
1,04	45,2	1983,4		74,41
8,98	55,34	2306,11		70,53
22,08	92,08	3542,49		71,04
77,38	31,85	3735,9		233,58
90,68	30,43	2772,22		223,61
7	13,69	1140,44		73,18
15,35	7,97	603,12		67,54
59,84	26,99	2558,38		199,09
11,32	30,01	2758,11		69,42
28,8	78,81	1797,83		72,68
3,68	55,42	1832,72		73,1
6,43	43,96	3943,54		71,76
13,94	30,54	1915,47		68,19
76,91	79,62	253,15		65,27
41,88	30,8	2607,76		106,45
87,98	73,75	4209,26		236,06
65,12	6,95	1596,42		150
14,7	78,75	4008,58		67,84
89,61	68,97	3340,08		233,95
68,84	51,02	1858,99		222,49
75,28	95,43	3183,7		227,19
72,56	44,93	1501,02		218,04
81,15	93,34	656,21		71,65
68,09	45,35	1985,3		220,69
62,13	97,59	532,35		73,72
97,04	60,93	4021,04		231,72
63,42	37,89	2762,98		207,81
54,18	0,25	3995,72		175,77
96,9	93,5	766,17		71,72
4,88	67,17	2869,74		72,51
13,66	34,42	2102,99		68,32
88,7	10,24	624,17		150
66,68	25	4874,51		217,2
1,47	55,36	1320,69		74,19
63,3	59,27	517,74		96,14
25,09	20,27	1391,06		70,49
56,79	53,64	3153,99		187,12
30,33	24,66	763,4		69,18
5,3	43,87	3469,01		72,31
17,13	59,77	4344,51		67,6
11,88	0,15	856,89		71,41
37,01	96,22	3183,57		98,05
46,18	73,53	421,2		64,91
1,11	86,46	1052,44		74,37
73,43	34,21	1444,06		201,17
56,15	49,02	2882,08		184,57
83,08	27,12	3257,42		235,68
83,34	11,8	1422,15		150
15,21	4,24	3595,21		67,61
66,39	91,52	4050,53		204,1
39,43	49,65	3591,88		99,6
92,18	11,5	1998,65		150
5,7	77,8	3602,99		72,11
1,75	19,89	2506		74,05
80,21	96,51	3048,55		226,66
40,7	90,1	3937,64		96,46
19,28	2,86	1969,72		65,76
62,69	33,82	4540,56		206,57
49,98	46,1	3003,39		149,83
92,21	68,69	4861,01		233,83
94,16	99,76	1936,69		150
33,02	85,65	3463,6		84,89
33,03	43,56	1932,57		81,9
26,34	99,59	2284,78		99,73
96,43	52,19	3305,79		235,65
81,8	28,07	5,45		150
25,84	14,29	4373,49		65,13
68,48	80,25	259,23		66,12
94,85	83,58	2262,1		187,41
11,47	98,63	1310,78		74,24
37,12	71,5	588,45		68,69
69,6	42,19	280		117,33
80,77	83,03	1973,15		150
4,89	37,74	4778,03		72,51
90,01	36,2	322,55		150
7,21	28,23	2416,81		71,38
81,81	81,15	4526,86		233,9
24,86	78,72	2498,8		68,85
95,19	92,36	2567,82		203,69
21,2	43,29	2962,54		66,2
16,44	73,1	2275,08		67,04
30,14	75,45	4516,48		74,93
91,53	13,27	984,98		150
0,94	70,31	730,96		74,45
19,45	40,96	873,17		71,8
91,16	43,87	4558,12		233,91
13,84	17,88	1592,25		68,24
1,47	83,75	425,19		74,19
35,71	43,15	2248,51		88,83
18,2	89,3	297,03		69,71
43,79	47,97	507,11		65,98
88,32	67,95	3261,6		233,49
31,05	12,32	3391,95		77,08
52,71	71,2	1575,4		171
32,06	98,61	4922,78		99,23
90,51	57,37	2265,43		219,57
5,55	37,47	1246,15		72,19
20,45	20,97	4357,22		65,24
44,84	85,19	115,29		67,79
81,71	59,37	2354,59		214,53
14,35	98,5	63,23		74,18
2,27	77,44	491,28		73,79
88,45	90,47	4109,9		229,58
8,45	98,65	3496,87		74,25
6,45	74,33	421,77		71,75
44,58	36,86	3642,38		113,85
99,8	5,03	4687,65		236,59
43,31	34,69	3863,84		111,12
80,69	57,13	3629,08		233,46
7,87	32,31	4995,98		71,06
59,91	52,99	683,01		86,71
58,77	50,96	4010,75		194,38
32	76,89	1489,74		85,99
36,56	58,39	3557,3		91,17
90,12	83,87	1013,23		150
95,19	95,68	2687,23		202,07
18,57	70,51	4394,99		66,08
28,11	43,56	50,32		66,08
29,05	8,64	587,6		65,16
32,76	69,78	4927,46		81,25
23,11	20,13	379,82		64,07
83,56	42,7	575,82		150
59,71	65,53	2171,95		196,93
73,96	7,66	3581,1		234,28
8,06	34,27	4205,93		70,97
34,83	77,28	1309,26		96,11
62,79	17,52	2428,95		202,36
98,18	81,2	1427,81		150
75,34	54,35	3658,47		234,7
66,85	89,77	3610,34		208,43
12,91	9,25	3719,17		68,67
65,43	75,71	2468,3		203,72
37,08	37,11	93,11		68,68
84,94	2,23	4975,59		236,59
9,55	46,6	830,89		70,78
20,15	40,39	2903,94		67,52
83,15	90,79	1837,57		150
19,14	77,32	293,8		65,82
44,03	6,36	3608,27		116,09
79,96	2,91	4704,44		236,59
95,73	29,94	2337,5		193,21
8,12	71,78	4860,81		70,94
47,53	38	2468,17		129,42
87,28	60,1	2519,76		209,96
9,65	59,88	4941,85		70,21
65,68	49,54	576,46		103,63
43,66	82,38	4034,98		114
53,96	12,83	3017,42		174,71
49,93	7,19	2946,32		149,43
2,28	82,26	4680,77		73,79
41,39	5,4	3581,07		106,05
41,23	4,01	4520,64		105,49
95,64	77,8	1955,89		150
53,25	10,87	1289,71		150
51,36	26,41	4636,95		159,9
88,14	43,74	4084,85		233,85
20,43	48,56	1788,5		65,57
53,5	71,18	4863,33		172,45
30,47	34,22	1553,56		81,06
38,52	78,1	1543,95		96,8
1,57	96,39	3294,02		74,14
64,65	52,7	884,5		97,07
66,2	58,53	1525,65		212,11
20,42	80,54	3312,81		65,68
96,37	68,73	3105,72		233,84
42,74	23,15	3460,77		110,94
87,06	49,19	2388,04		230,24
33,48	78,03	557,27		67,01
20,49	10,75	1669,5		66,91
75,84	5,25	2462,76		203,31
17,71	21,94	69,48		66,46
28	24,83	2943,05		69,98
77,1	11,45	1665,15		150
15,59	27,53	949,4		73,67
36,11	59,74	4811,29		89,92
68,13	41,2	316,41		111,21
27,99	46,06	384,2		64,97
72,6	52,84	4369,29		230,98
3,6	10,74	1820,31		73,14
87,88	45,46	150,15		150
70,45	63,6	368,92		90,73
35,55	18,37	3635,72		88,41
67,96	76,58	3779,34		220,38
53,58	96,92	3598,2		201,46
52,24	96,44	3512,01		190,4
37,24	36,54	2932,88		93,06
42,54	68,89	2553,16		107,16
53,87	98,5	979,5		74,41
71,67	93,59	2558,84		203,09
82,18	38,52	1846,16		208,92
54,71	5,62	2628,59		180,58
8,53	50,92	1110,76		73,55
16,92	78	3764,05		66,82
0,06	52,5	2742,07		74,85
6,13	47,16	4495,69		71,9
42,32	52,97	4224,69		109,39
15,45	10,96	2232,53		67,5
74,03	28,04	4875,6		233,42
96,12	34,77	2315,03		197,72
9,17	3,89	246,72		70,44
89,83	14,12	2221,71		182
11,62	47,42	1472,67		69,28
27,31	90,72	1822,55		78,68
75,48	85,35	2958,02		229,25
52,05	51,26	3398,22		164,26
79,31	2,76	25,29		150
40,25	71,07	1498,45		99,25
79,39	80,89	1046,23		150
12,62	7,84	726,26		68,81
9,28	65,72	4244,44		70,39
10,71	27,58	2570,73		69,71
74,98	30,77	4237,64		234,02
34,88	27	318,51		67,65
9	33,66	3542,89		70,52
89,14	35,39	1436,55		204,2
47,2	19,43	1615,93		129
28,53	65,32	1202,4		91,63
60,58	2,65	2565,44		200,56
67,73	77,71	1566,11		150
44,13	51,38	4862,22		116,52
48,75	20,74	3545,48		140,85
87,38	93,56	4148,34		228,1
25,3	47,28	903,85		72,55
18,86	89,54	1499,79		69,82
49,81	58,87	2443		148,1
90,91	42,7	4172,77		233,38
24,46	27,99	200,86		64,55
2,78	7,46	2294,55		73,54
33,22	21,42	2899,44		82,38
19,88	63,24	1078,97		73,94
19,4	57,33	2599,99		67,7
46,55	43,55	2748,02		126,96
31,71	43,19	1132,44		98,28
27,79	87,51	1328,03		81,74
75,54	42,56	151,51		150
63,22	41,82	1124,83		201,48
80,2	30,27	4793,7		234,29
3,14	13,6	4837,69		73,37
4,78	9,47	3762,62		72,56
91,07	19	4680,18		236,59
44,87	63,66	135,88		68,32
19,22	2,72	1376,5		70,32
81,97	3,89	4377,72		236,59
61,09	13,07	1695,07		150
10,26	87,34	2557,7		69,92
47,31	5,6	77,56		64,42
29,29	40,6	4949,42		77
5,45	42,36	4588,51		72,23
62,78	20,18	3331,84		206,83
8,56	37,85	4628,18		70,73
35,9	4,18	4991,33		89,34
79,62	38,18	3755,38		231,3
56,76	94,82	4660,78		202,49
5,35	75,05	1306,63		72,28
20,07	50,06	2204,24		65,48
90,91	6,9	2877,59		229,72
6,23	75,34	2515,34		71,86
73,31	98,73	869,66		74,29
40,47	32,14	3835,82		102,94
31,24	30,06	4273,5		77,54
12,26	38,49	1989,11		68,98
29,37	93,71	3346,44		91,05
21,74	96,23	4072,22		73,06
1,1	22,56	2386,45		74,37
11,45	20,52	3149,02		69,36
60,25	76,65	2065,2		163,6
77,79	25,1	2865,77		229,05
84,86	40,57	4768,56		232,41
16,41	33,17	1577,85		67,96
98,95	23,76	4727,79		236,59
93,58	2,83	1178,67		150
96,03	60,99	2889,2		224,64
13,84	38,67	1989,59		68,32
74,35	63,52	55,68		90,95
62,94	81,29	2666,31		207,28
52,84	44,57	4790,1		169,35
89,65	43,69	451,18		150
91,21	7,29	3457,53		236,59
76,25	82,2	2336,5		193,12
71,6	43,76	3020,27		227,05
64	27,38	866,94		96,64
3,82	7,37	4313,99		73,03
7,29	52,27	3702,41		71,34
76,02	25,51	4413,54		236,37
42,02	57,26	4472,28		108,27
87,76	57,64	839,74		97,06
63,62	8,08	2397,28		199,66
16,18	46,74	3120,42		67,16
17,85	70,9	2143,14		66,4
88,85	87,55	1065,52		150
39	60,42	1137,73		98,21
70,77	48,19	4873,2		227,05
11,37	8,57	3355,82		69,39
38,27	44,47	285,11		68,5
40,22	95,33	3310,43		97,61
70,15	18,8	3749,46		225,6
67,76	74,89	2628,93		214,77
66,3	13,79	1332,23		150
53,73	11,42	313,02		71,65
26,44	29,11	2703,87		69,72
10,28	83,79	4245,15		69,91
25,69	89,18	4291,95		71,99
69,79	68,84	1105,73		201,24
89,77	37,78	862		150
6,34	2,38	3984,77		71,8
47,92	78,49	1709,04		134,47
93,81	96,56	1223,82		150
67,09	40,08	4012,11		216,01
85,92	54,53	2506,63		219,35
3	12,66	4032,48		73,44
45,72	29,28	2763,72		123,12
41,47	51,83	4892,06		106,33
39,74	74,86	3883,95		100,56
14,36	16,61	2930,93		68
78,69	4,99	1587,34		150
16,15	5,58	1748,33		67,18
22,3	18,09	4643,35		64,42
96,43	2,06	2228,04		182,68
38,6	48,01	3188,97		97,04
77,68	79,2	2242,88		184,23
92,3	26,93	3465,1		235,76
32,55	52,28	2539,65		85,24
34,81	90,57	4338,35		95,29
27,54	79,4	100,78		65,17
38,98	45,02	4480,71		98,2
95,07	88,45	1246,75		150
1,66	48,46	3751,07		74,1
70,53	64,38	3927,86		221,33
69,31	28,32	2851,36		223,61
28,8	36,61	4208,24		78,11
97,99	63,5	1643,94		203,1
72,12	11,18	1382,46		150
65,8	60,27	26,09		100,53
71,74	52,01	4607,24		229,26
19,6	56,65	108,15		66,18
4,39	13,85	2358,8		72,75
69,65	11,97	2763,66		223,1
74,94	5,91	2532,31		208,32
86,29	1,51	3776,99		236,59
92,95	38,28	2032,22		208,24
97,68	9,06	4654,99		236,59
5,14	96,8	1322,03		73,34
11,28	28,02	3277,69		69,44
53,55	59,28	3527,47		174,95
65,15	71,73	1505,33		175,84
70,18	14,53	3346,51		225,67
66,46	0,49	2438,13		201,45
68,22	63,62	600,91		90,67
58,98	83,61	2526,04		197,85
98,13	61,67	3764,19		231,37
21,88	83,17	4169,7		66,87
96,29	21,39	3076,71		236,59

